,text
979,th children sacrificed war purushottama got chariot sped towards upaplavya w ar became certainty krishna lotus eyed krishna supr eme chapter lvi attachment duty ray hope might peaceful settlement krishna went hastinapura extinguished returned narrated happ
980,ened kunti overwhelmed grief learnt war death “ ” reflected kunti “ give thoughts tongue say sons ‘ bear insults let us ask territory let us avoid war ’ sons accept contrary kshatriya tradition ” “ time ” thought “ gained mutual killings war happiness atta
981,ined destruction race shall face dilemma thus tormented prospect wholesale destruction one hand claims kshatriya honour “ sons defeat mighty three combined bhishma drona karna warriors never yet met defeat think mind trembles l worry others three people ka
982,urava army capable fighting pandavas hope slaying dronacharya might refrain killing children either love unwillingness meet one ’ disciples battle grandsire certainly want kill karna pandavas ’ chief enemy anxious please duryodhana killing sons karna great
983, man rms think engaged battle sons heart consumed agony like faggot fire time seek karna tell truth birth knowing bound abandon duryodhana ’ cause ” tormented anxious thoughts children kunti went banks ganga karna usually fered daily prayers karna devotio 
984,ns facing east uplifte hands deep meditation kunti quietly stood behind waited karna meditation unmi ndful everything felt hot rays sun back prayers karna looked back find kunti standing behind holding hem upper garment head shield theburning sun pandu ’ q
985,ueen mother pandava princes waiting patiently finish prayers filled great confusion amazement “ son radha chariot driver adhiratha bows service queen ” asked karna according established forms respectful address “ karna ” said kuntidevi “ radha ’ son chario
986,teer father think man chariot driver ’ caste surya ’ son born womb pritha royal blood otherwise known kunti may good fortune attend ” narrated story birth “ born full panoply amour golden ear rings said kunti “ knowing pandavas brothers joined duryodhana c
987,ome hate live dependence dhritaras htra ’ sons befit join arjuna one kings realm may arjuna put wicked whole world feet fame reach far wide like brothers balarama krishna surround ed five brothers effulgence like brahma among gods perplexing situations one
988, must gives satisfaction loving parents highest dharma according scriptures mother spoke thus end devotions sun karna felt sign heart sun god endorsed kunti ’ request checked took mean sun god testing loyalty strength mind found wanting effort controlled a
989,like temptations self interest prompti ngs natural affection said sadly firmly “ said dear mother contrary dharma swerve path duty shall done much hurt enemy might inflict battle field deprived birthright kshatriya threw helpless babe river talk duties ksh
990,atriya denied motherly love blesses life thinking children ’ good tell story join pandavas world proclaim done fear eaten salt ofdhritarashtra ’ sons confidence champion enjoyed consideration kindne ss showed want battle joined untrue salt go pand avas son
991,s dhritarashtra look ark enable cross deluge war urged war desert could blacker treachery baser gratitud e life beyond would worth price like mother dear must disch arge debt aye life necessary otherwise shall better common thief purloining food years shal
992,l surely use powers sons coming war deceive please give ” “ yet ” continued “ mother plead completely vain part arjuna either must die war kill sons whatever may unto mother warrior sons still five sons either arjuna survive war four sons still five ” kunt
993,i heard first born speak thus firmly adhering kshatriya code heart full tumultuous contrary feelings without trusting speak embraced departed silence “ go ordained ” thought “ least offered harm four sons enough may god bless ” returned home chapter lvii p
994,andava generalissimo govinda reached upaplavya told pandavas happened hastinapura “ spoke urging right also good vain way except fourth last alternative war foolish duryodhana would listen advice tendered elders assembly must prepare war without delay kuru
995,kshetra waiting holocaust ” “ longer hope peace ” said yudhishthira addressing brothers issued orders marshalling forces battle array formed army seven divisions appointed drupada virata dhrishtadyumna sikhandin satyaki chekitana bhimasena head division co
996,nsidered appointed generalissimo addressing sahadeva udhishthira said “ select one seven supreme com mander one capable succe ssfully facing great bhishma burn enemies ashes shou ld one knows dispose forces circum stances require time time think fitted res
997,ponsibility ” olden days practice ascertain views younger people first consulting elders instilled enthusias self confidence younger folk elders consulted first would possible others speak freedom even honest differences opinion might savour disrespect “ l
998,et us take supreme commander king virata helped us lived disguise whose support demand share kingdom ” replied sahadeva “ seem best make drupada generalissimo point age wisdom courage birth strength supreme ” said nakula “ drupada father draupadi learnt ar
